id,english,arabic,french,uri,description,vt,uatv
148024,opal,أوبال,opale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148024,معدن مكون من أكسيد السليكون المائي يتخذ حجرا شبه كريم,True,True
148027,opal-glass,زجاج أوبالي، زجاج حليبي,verre opalin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148027,,True,True
148025,opalescence,بريق لبني، بريق صدفي,opalescence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148025,,True,True
148026,opalescent,حليبي، صدفي,opalescent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148026,يتعلق الأمر بلون التكوينات,True,True
148028,opaline,أوبالي,opalin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148028,,True,True
148029,opalite,أوباليت,opalite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148029,معدن,True,True
148030,opaque,عاتم، أَكْمَد,opaque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148030,غير شفاف,True,True
148031,opaque minerals,معادن غير شفافة، معادن معتمة,minéraux opaques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148031,,True,True
148032,open fault,صَدْع مفتوح,faille ouverte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148032,,True,True
148033,open fold,طية مفتوحة,pli ouvert,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148033,,True,True
148034,open quarry,مَقْلَع مكشوف,carrière à ciel ouvert,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148034,,True,True
148035,operculum,غطاء,opercule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148035,,True,True
148036,ophitic texture,نسيج أوفيتي,texture ophitique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148036,نسيج يوجد في بعض الصخور البركانية ويتميز ببلورات من البلاجيوكلاز في وسط ذي بلورات دقيقة من البيروكسين,True,True
148037,optic axis,محور بصري، محور ضوئي,axe optique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148037,محور في البلورات، باستثناء بلورات النظامين المكعبي و الرباعي. لايتم على امتداده انكسار مزدوج للضوء,True,True
148038,optic axis plane,سطح المحور البصري,plan de l'axe optique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148038,,True,True
148039,optical mineralogy,دراسات معدنية ضوئية,minéralogie optique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148039,,True,True
148040,optical plane,سطح بصري,plan optique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148040,,True,True
148041,optical properties,خواص ضوئية,propriétés optique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148041,,True,True
148042,optical sign,علامة بصرية,signe optique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148042,,True,True
148043,or bed,طبقة الركاز,couche de minerai,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148043,,True,True
148044,oral surface,سطح فموي,surface buccale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148044,,True,True
148046,orbicular structure,بنية كروية,structure orbiculaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148046,,True,True
148045,orbicular; spheric,كروي، دائري,orbiculaire; sphérique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148045,,True,True
148047,orbit,مدار,orbite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148047,,True,True
148048,order,رتبة,ordre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148048,وحدة تصنيفية بين الطائفة أو الصنف وبين الفصيلة,True,True
148049,order of crystallization,درجة التبلور,ordre de cristallisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148049,,True,True
148050,order of eruption,شدة الاندفاع,ordre d'éruption,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148050,,True,True
148051,ordinary,عادي,ordinaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148051,,True,True
148052,ordinary light,ضوء عادي,lumière ordinaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148052,,True,True
148053,ordinary ray,شعاع عادي,rayon ordinaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148053,,True,True
148054,ordovician,أوردوفيسي,ordovicien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148054,ثاني أدوار حقب الحياة القديمة و نظام الطبقات المتوضعة خلاله,True,True
148055,ordovician period,عصر (ال..) الأوردوفيسي,période de l'ordovicien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148055,,True,True
148056,ordovician system,نظام الأوردوفيسي,système du l'ordovicien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148056,,True,True
148057,ore,رِكَاز، خام,minerai,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148057,تجمع من معدن أو مجموعة من المعادن لها قيمة اقتصادية,True,True
148058,ore (lean...),ركاز ضعيف المحتوى الفلزي,minerai pauvre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148058,,True,True
148059,ore body,مَكْمَن,corps minéralisé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148059,,True,True
148060,ore concentration,تركيز الخام,concentration de minerai,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148060,,True,True
148061,ore deposit,راسب الخام,dépôt de minerai,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148061,,True,True
148062,organic,عضوي,organique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148062,,True,True
148063,organic rock,صخر عضوي,roche organogène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148063,,True,True
148064,organic rock formation,تشكيلة صخر عضوي,formation composée de roche organique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148064,,True,True
148065,organic slime,طين عضوي,sapropel; boue organique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148065,,True,True
148066,organism,كائن حي متعض، متعضية,organisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148066,,True,True
148067,organization,تنظيم، تعضٍّ,organisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148067,,True,True
148068,organogenous,عضوي المنشأ,organogène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148068,,True,True
148069,organogenous sediments,توضُّعات عضوية التكوين,sédiments organogenèses,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148069,,True,True
148070,oriental,شرقي,oriental,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148070,,True,True
148071,orientation,توجيه,orientation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148071,,True,True
148072,orientation of monocline minerals,توجيه بصري للمعادن الأحادية الميل,orientation de minéraux monocliniques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148072,,True,True
148073,oriented,موجَّه,orienté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148073,,True,True
148074,oriented specimen,عينة موجَّهة,spécimen orienté; échantillon orienté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148074,عينة صخرية تؤخذ من الجبل وتوضع عليها الاتجاهات التي كانت عليها في الطبيعة,True,True
148075,origin,أَصْل,origine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148075,,True,True
148076,origin rocks,صخور أصلية,roches d'origine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148076,,True,True
148077,original,أصلي,originel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148077,,True,True
148078,original stratification,طباقية الأصل، تطبقية الأصل,stratification primaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148078,,True,True
148079,ornament rocks,صخور الزينة,roche d'ornementation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148079,,True,True
148080,ornamentation,زخرفة,ornementation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148080,,True,True
148081,orogene,حزام ملتو,orogène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148081,,True,True
148082,orogenic cycle,دورة الحركات الالتوائية,cycle orogénique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148082,,True,True
148083,orogenic movements,حركات التوائية,mouvements orogéniques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148083,,True,True
148084,orogenic phase,طور الحركات الالتوائية,phase orogénique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148084,,True,True
148085,orogenic sedimentation,ترسيب المناطق الالتوائية,sédimentation orogénique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148085,,True,True
148086,orogenic zone,منطقة ملتوية، منطقة الالتواء,zone orogénique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148086,,True,True
148087,orogeny,نشوء الجبال,orogénie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148087,عملية تكوين الجبال و خاصة بالطي والتصدع,True,True
148088,orography,علم وصف الجبال,orographie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148088,,True,True
148089,orology,علم بناء الجبال و تشكيلها,orologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148089,,True,True
148090,orpiment,أوربيمان,orpiment,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148090,معدن يتركب من كبريت الزرنيخ,True,True
148091,orthite,أورتيت,orthite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148091,,True,True
148092,orthoclase,أرتوكلاز,orthose; orthoclase,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148092,معدن يتركب من سليكات الألمنيوم البوتاسية و يتبلور في النظام أحادي الميل,True,True
148093,orthogenesis,تطور (ال..) المستقيم,orthogenèse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148093,,True,True
148094,orthogeosyncline,مقعر جيولوجي أصيل,orthogéosynclinal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148094,بين الرواسخ,True,True
148095,orthorhombic,معيني,orthorhombique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148095,,True,True
148096,orthorhombic pyramid,هرم معيني,pyramide orthorhombique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148096,,True,True
148097,oryctognosy; mineralogy,علم المعادن,minéralogie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148097,,True,True
148098,oscillation,ذبذبة,oscillation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148098,,True,True
148099,osculum,فوهة,oscule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148099,في الاسفنج,True,True
148100,osmium,معدن الأسيميوم,osmium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148100,,True,True
148101,osmosis,تناضُح، أسموز,osmose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148101,,True,True
148102,osmotic pressure,ضغط أسموزي,pression osmotique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148102,,True,True
148103,osseous breccia,بريشيا عظمية,brèche osseuse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148103,,True,True
148104,osteolith; osteolite,عظم متحجر,ostéolite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148104,,True,True
148105,ostracoda,استراكودا,ostracodes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148105,رتبة  من القشريات تتميز بهيكل ذي مصراعين,True,True
148106,out flow,جريان المياه,écoulement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148106,من النهر للبحر أو من البحيرة إلى خارجها,True,True
148107,outburst,تفجُّر,éruption; explosion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148107,,True,True
148108,outburst (glacial...),هيجان جليديات,débâcle glaciaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148108,,True,True
148109,outcrop,تكشُّف، مُنْكَشِف,affleurement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148109,جانب الطبقة الذي يظهر من خلال الحطام الصخري أو التربة,True,True
148110,outcrop line,خط التعري، خط التكشف,ligne d'affleurement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148110,,True,True
148111,outcrop spring,نبع التكشف,source d'affleurement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148111,,True,True
148112,outer,خارجي,externe; extérieur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148112,,True,True
148113,outlet,مَخْرَج,sortie; issue,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148113,,True,True
148114,outlier,مسقط المقعرات,buttes-témoins,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148114,بالخرائط الجيولوجية,True,True
148115,outwash,رسوبيات إذابة الجليديات,sédiments d'eau de fusion d'un glaciaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148115,,True,True
148116,over-draft,استنزاف,tirage trop,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148116,,True,True
148117,overflow,فَيَضَان,débordement; inondation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148117,,True,True
148118,overfold,طية منقلبة,pli renversé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148118,طية جاوز محورها الوضع الرأسي,True,True
148119,overhanging side,جدار مشرف,paroi surplombante,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148119,,True,True
148121,overlap fault,صَدْع التراكب,faille de chevauchement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148121,,True,True
148120,overlap; transgression,تجاوز,transgression,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148120,,True,True
148122,overlapped folds,مُتَجَاوَز,chevauché,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148122,,True,True
148123,overlapping,طيات متراكبة,plis chevauchés,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148123,,True,True
148124,overpumping,فَرْط الضخ,pompage trop,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148124,,True,True
148125,overthrust,فالق الدسر، صدع الدسر,charriage; faille de chevauchement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148125,صدع له درجة ميل منخفضة,True,True
148126,overthrust belt,حزام المجاوزة، حزام التجاوز,ceinture de chevauchement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148126,,True,True
148127,overthrust fault,صدع التجاوز,faille de chevauchement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148127,,True,True
148128,overturned,مقلوب، منقلب,renversé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148128,,True,True
148129,oxidability,أكسدة,oxydabilité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148129,,True,True
148130,oxidable; oxidizable,قابل للتأكسد,oxydable,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148130,,True,True
148131,oxidation; oxidization,تأكسد، أكسدة,oxydation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148131,,True,True
148132,oxide,أكسيد,oxyde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148132,,True,True
148133,oxidising; oxidizing,مُؤَكْسِد,oxydant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148133,,True,True
148134,oxidizing agent,عامل التأكسد، عامل مؤكسِد,agent d'oxydation; agent oxydant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148134,,True,True
148135,oxygen,أكسجين,oxygène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148135,,True,True
148136,oxylith,أوكسيليث,oxylithe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148136,بيؤكسيد الصوديوم,True,True
148137,ozocerite; ozokerite,أوزوسيريت,ozocérite; cire fossile,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148137,هيدروكربون صلب,True,True
148138,ozone,غاز الأوزون,ozone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148138,,True,True
148139,pacific ocean,محيط (ال..) الهادي,océan pacifique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148139,,True,True
148140,pack-ice,كتل الجليد الطافية,pack; glace de banquise,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148140,,True,True
148141,palaeo; paleo,قديم,paléo,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148141,,True,True
148142,palaeocene,باليوسين,paléocène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148142,أول عصر من عصور الباليوجين,True,True
148143,palaeoclimatology,علم المناخ القديم,paléoclimatologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148143,,True,True
148144,palaeolithic,حجري قديم,paléolithique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148144,باليوتيك,True,True
148145,palaeontology; palaeobiology,علم الأحياء القديمة,paléontologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148145,,True,True
148146,palaeozoic,حُقب الحياة القديمة,paléozoïque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148146,باليوزوي,True,True
148147,palaeozoology,علم الحيوان القديم، علم الحفريات الحيوانية,paléozoologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148147,,True,True
148148,paleobiology,علم حفريات الأحياء,paléobiologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148148,,True,True
148149,paleobotany; palaeobotany,علم الحفريات النباتية,paléobotanique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148149,,True,True
148150,paleoecology,علم البيئة القديمة,paléoécologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148150,,True,True
148151,paleogeologic map,خارطة الجيولوجيا القديمة,carte paléogéologique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148151,,True,True
148152,paleolithic period,مرحلة (ال..) الأولى من العصر الحجري,période paléolithique; période archéolithique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148152,,True,True
148153,paleomagnetism,مغناطيسية (ال..) القديمة,paléomagnétisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148153,,True,True
148154,paleontology,علم المستحاثات، علم الأحافير,paléontologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148154,,True,True
148155,paleosol,تربة قديمة,paléosol,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148155,,True,True
148156,paleovolcanic,صخور بركانية لما قبل العصر الثالث,paléovolcanique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148156,,True,True
148157,palinspastic maps,خرائط ما قبل التشوه,cartes palinspastiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148157,خرائط الجغرافيا القديمة والبنية القديمة، توضع فيها الوحدات بالشكل الذي يعتقد أنها كانت عليه قبل عمليات الالتواء,True,True
148158,pallial line,خط البرنس,ligne palléale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148158,,True,True
148159,palynology,علم حبوب اللقاح (أو الأبواغ) القديمة,palynologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148159,فرع علم الحفريات الذي يدرس حفريات حبوب اللقاح المحفوظة في الصخور و طرق الاستفادة منها في التاريخ الجيولوجي,True,True
148160,pangaea,بانجيا، أم القارات,pangéa,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148160,الكتلة القارية الأولى التي يعتقد أنها تشققت و أخذت أجزاؤها في الإنسياق بعيدا بعضها عن بعض على طول الأزمنة الجيولوجية، فكانت القارات الحالية,True,True
148161,panidiomorphic rock,صخر كامل التبلور,roche panidiomorphique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148161,,True,True
148162,panthalassa,بانتالاسا، أبو المحيطات,panthalassa,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148162,المحيط العالمي الأول الذي يعتقد أنه يحيط بأم القارات و يعتقد أنه تحول إلى المحيطات الحالية بتباعد القارات وانسياقها,True,True
148163,paragenesis,تَكتُّل معدني,paragenèse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148163,,True,True
148164,parageosyncline,مقعر إقليمي دخيل,paragèosynclinal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148164,ضمن الرواسخ,True,True
148165,parallel disconformity,تخالف متوازي,discordance parallèle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148165,,True,True
148166,parallel displacement,إزاحة متوازية,déplacement parallèle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148166,,True,True
148167,paramorphic; pseudomorphic,تحول بلوري,paramorphique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148167,تغير نسبة البلّورة الداخلية مع الاحتفاظ بالشكل الخارجي و التركيب الكيميائي كالسيت أراغونيت,True,True
148168,paramorphism,تحول بلوري,paramorphose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148168,,True,True
148169,parasitic crater,فوهة طفيلية، فوهة إضافية,cratère adventif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148169,,True,True
148170,parent metal,فلز أصلي,métal de base,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148170,ما زال لم يتصلب,True,True
148171,parent rock,صخر (ال..) الأم,roche mère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148171,,True,True
148172,parietal lip,شفة جدارية,lèvre pariétale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148172,في معديات الأرجل,True,True
148173,partial magma,مُهْل جزئية,magma partiel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148173,,True,True
148174,particle,جسيم,particule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148174,تصغير جسم,True,True
148175,parting,انفصال، تجزئة,séparation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148175,,True,True
148176,passivation,فسفطة,passivation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148176,معالجة وجه المعدن بالفوسفات قبل دهنها,True,True
148177,pearl,لؤلؤة,perle; nacre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148177,,True,True
148178,pearlitic,لؤلؤي,nacré,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148178,,True,True
148179,pearly,لؤلؤي,nacré; perlé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148179,,True,True
148180,peat,خث,tourbe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148180,بقايا نباتية ناقصة التفحم ذات لون أسود أو بني قاتم تتكون في المستنقعات و الأمكنة الرطبة,True,True
148181,peat coal,فحم الخث,charbon de tourbe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148181,,True,True
148182,peat layer,طبقة خث,lit de tourbe; marécage tourbeux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148182,,True,True
148183,peaty,خثي,tourbeux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148183,,True,True
148184,pebbled; pebbly,حصوي,caillouteux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148184,,True,True
148185,pebbles,حصي,cailloux; galets,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148185,شقف صخرية مدورة,True,True
148186,pedicle opening,فتحة الرجيلة,ouverture du pédoncule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148186,فتحة في المصراع البطني في عضديات الأرجل تخرج منها الرُّجلية المثبتة,True,True
148187,pedicle valve,مصراع عنقي,valve du pédoncule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148187,,True,True
148188,pediculate; pedicellate,مُعَنَّق,pendonculaire; pédiculé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148188,,True,True
148189,pedogenesis,تكون التربة,pédogenèse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148189,,True,True
148190,pegmatite,بيغماتيت، بجماتيت,pegmatite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148190,صخور نارية غليظة الحبيبات تتكون عادة في الجدات القاطعة,True,True
148191,pelagic,بلاجي,pélagique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148191,صفة تدل على المتعضيات البحرية السابحة أو الطافية أو على الوسط البحري التي تعيش فيه المتعضيات المذكورة لتمييزه عن الوسط القاعي وقد تستعمل لتمييز الرسوبيات البحرية الأصل عن الرسوبيات التي تشتق من اليابسة,True,True
148192,pelagic animals,حيوانات بحرية,animaux pélagiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148192,,True,True
148193,pelagic deposits,توضُّعات بحرية,dépôts pélagiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=148193,,True,True
