id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
207041,laws of learning,قوانين التعلّم,lois de l'apprentissage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207041,,,True,True
207042,leader,قائد,leader,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207042,,,True,True
207043,leadership,قيادة,leadership,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207043,,,True,True
207044,learning,تعلم,apprentissage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207044,,,True,True
207045,legislation,تشريع,législation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207045,,,True,True
207046,legitimacy,مشروعية,légitimité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207046,,,True,True
207047,legitimate (to),سوّغ,légitimer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207047,شرعا,,True,True
207048,legitimate right,حق شرعي,droit légitime,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207048,,,True,True
207049,lessons of the history,عبر التاريخ,leçons de l'histoire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207049,,,True,True
207050,liberalism,ليبرالية، تحررية,libéralisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207050,,,True,True
207051,liberation,تحرّر,libération,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207051,,,True,True
207052,liberation of complex,تفريغ,défoulement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207052,,,True,True
207053,liberty,حرية,liberté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207053,,,True,True
207054,liberty of choice,حرية الاختيار,libre-arbitre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207054,,,True,True
207055,libido,ليبيدو، غريزة جنسية,libido,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207055,,,True,True
207056,life,حياة,vie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207056,,,True,True
207057,lived,معاش,vécu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207057,,,True,True
207058,localization,تحديد,localisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207058,في المكان و الزمان,,True,True
207059,logic,منطق,logique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207059,,,True,True
207061,logic of classes,منطق الأصناف,logique des classes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207061,,,True,True
207062,logic of propositions,منطق القضايا,logique des propositions,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207062,,,True,True
207060,logicism,نزعة منطقية,logicisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207060,,,True,True
207063,logistic,منطق رياضي,logistique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207063,,,True,True
207064,longevity,تعمير,longévité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207064,,,True,True
207065,loyalty,وفاء اخلاص,loyauté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207065,,,True,True
207066,machine,ماكنة، آلية,machine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207066,,,True,True
207067,machinism,ماكنيّة، آليّة,machinisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207067,,,True,True
207068,machinization,مكننة,mécanisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207068,,,True,True
207069,magic,سحر,magie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207069,,,True,True
207070,magical rites,طقوس سحرية,rites magiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207070,,,True,True
207071,maieutic,توليد,maïeutique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207071,سقراطي,,True,True
207072,major (proposition-),مقدمة كبرى، الحد الأكبر,prémisse majeure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207072,,,True,True
207073,mania,هوس,manie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207073,,,True,True
207074,manifestation,تجلّ,manifestation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207074,ج:تجليات,,True,True
207075,manners,عادات أخلاقية,mœurs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207075,,,True,True
207076,margin,هامش,marge,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207076,,,True,True
207077,masochism,مازوخية,masochisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207077,,,True,True
207078,mass,جمهور,masse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207078,,,True,True
207079,mass media,وسائل الاعلام,mass média,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207079,,,True,True
207080,material,ماديّ,matériel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207080,,,True,True
207081,materialism,مادّية,matérialisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207081,,,True,True
207082,materialistic theory,نظرية مادّية,théorie matérialiste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207082,,,True,True
207083,maternal tenderness,حنان الأمومة,tendresse maternelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207083,,,True,True
207084,mathematical abstraction,تجريد رياضي,abstraction mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207084,,,True,True
207085,mathematical certainty,يقين رياضي,certitude mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207085,,,True,True
207086,mathematical exactness,دقة رياضية,exactitude mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207086,,,True,True
207087,mathematical notions,مفاهيم رياضية,notions mathématiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207087,,,True,True
207088,mathematical reasoning,استدلال رياضي,raisonnement mathématique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207088,,,True,True
207089,matriarchy,نظام الأمومة,matriarcat,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207089,أميسية,,True,True
207090,matter,مادة,matière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207090,,,True,True
207091,matter of proposition,مادة القضية,matière de la proposition,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207091,,,True,True
207092,maturation,نضج,maturation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207092,,,True,True
207093,maxim,قاعدة، مبدأ أساسي,maxime,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207093,,,True,True
207094,maximum,حد أقصى,maximum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207094,,,True,True
207095,means of production,وسائل الانتاج,moyens de production,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207095,,,True,True
207096,measure,قياس,mesure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207096,,,True,True
207097,measure of pleasures,قياس اللذات,mesure des plaisirs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207097,,,True,True
207098,mechanical materialism,مادية آلية,matérialisme mécanique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207098,,,True,True
207099,mechanism,آلية,mécanisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207099,,,True,True
207100,mechanism theory,نظرية آلية,théorie mécaniste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207100,,,True,True
207101,mechanists,آليون,mécanistes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207101,,,True,True
207102,mediation,وساطة,médiation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207102,,,True,True
207103,meditation,تأمل,méditation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207103,,,True,True
207104,memoration,حفظ الذكريات,mémoration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207104,,,True,True
207105,memory,ذاكرة,mémoire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207105,,,True,True
207106,mental,ذهني,mental,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207106,,,True,True
207107,mental age,عمر عقلي,âge mental,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207107,,,True,True
207108,mental image,صورة ذهنية,image mentale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207108,,,True,True
207109,mentality,عقلية,mentalité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207109,,,True,True
207110,metaphysical intuition,حدس ميتافيزيقي,intuition métaphysique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207110,,,True,True
207111,metaphysical meditations,تأملات ميتافيزيقية,méditations métaphysiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207111,,,True,True
207112,metaphysics,ميتافيزيقا، ما بعد الطبيعة,métaphysique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207112,,,True,True
207113,method,طريقة، منهج,méthode,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207113,,,True,True
207115,method of concordance,طريقة التلازم في الحضور,méthode de concordance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207115,,,True,True
207116,method of difference,طريقة التلازم في الغياب,méthode de différence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207116,,,True,True
207117,method of residues,طريقة البواقي,méthode de résidus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207117,,,True,True
207118,method of variable concomitants,طريقة التلازم في التغير,méthode des variations concomitantes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207118,,,True,True
207114,methodical doubt,شكّ منهجي,doute méthodique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207114,,,True,True
207119,methodology,علم المناهج,méthodologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207119,,,True,True
207120,middle,وسط,milieu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207120,,,True,True
207121,middle age,عمر متوسط,âge moyen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207121,,,True,True
207122,middle just,وسط (ال…)العدل,juste milieu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207122,,,True,True
207123,middle term,حدّ أوسط,moyen terme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207123,,,True,True
207124,minimum,حد أدنى,minimum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207124,,,True,True
207125,minor,مقدمة صغرى,mineure,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207125,,,True,True
207126,minor,حد أصغر,mineur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207126,,,True,True
207127,misery,بؤس,misère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207127,,,True,True
207128,misfortune,شقاء,malheur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207128,,,True,True
207129,mobile,باعث,mobile,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207129,,,True,True
207130,mobilization of publics,تعبئة الجماهير,mobilisation des foules,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207130,,,True,True
207132,modal proposition,قضية موجهة,proposition modale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207132,,,True,True
207131,modality,جهة,modalité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207131,,,True,True
207133,modern,حديث,moderne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207133,,,True,True
207134,modernize (to),حدّث,moderniser,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207134,,,True,True
207135,monade,جوهر فرد,monade,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207135,,,True,True
207136,monarchy,ملكية,monarchie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207136,,,True,True
207137,monism,واحدية,monisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207137,,,True,True
207138,monopolization,احتكار,monopolisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207138,,,True,True
207139,monotheism,توحيد,monothéisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207139,,,True,True
207140,mood,ضرب,mode,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207140,الجمع: أضرب,,True,True
207141,moods of syllogism,أضرب القياس,modes du syllogisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207141,,,True,True
207142,moral (s),أخلاق,morale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207142,,,True,True
207143,moral act,فعل أخلاقي,acte moral,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207143,,,True,True
207144,moral agent,فاعل أخلاقي,agent moral,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207144,,,True,True
207146,moral experience,تجربة أخلاقية,expérience morale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207146,,,True,True
207147,moral imperative,أمر أخلاقي,impératif moral,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207147,,,True,True
207148,moral intention,قصد أخلاقي,intention morale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207148,,,True,True
207150,moral obligation,الزام أخلاقي,obligation morale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207150,,,True,True
207151,moral problem,مشكل أخلاقي,problème moral,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207151,,,True,True
207152,moral proof,برهان أخلاقي,preuve par le morale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207152,,,True,True
207145,morale (the),روح معنوية,moral (le),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207145,,,True,True
207153,morale rule,قاعدة أخلاقية,règle morale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207153,,,True,True
207149,morality,أخلاقية,moralité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207149,,,True,True
207154,morphology,مورفولوجيا,morphologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207154,,,True,True
207155,mortality,نسبة الوفيات,taux de mortalité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207155,,,True,True
207156,motivation,حفز,motivation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207156,,,True,True
207157,motive,حافز,motif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207157,,,True,True
207158,movement,حركة,mouvement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207158,,,True,True
207159,movement proof,برهان الحركة,preuve par le mouvement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207159,,,True,True
207160,mutation,تحول فجائي,mutation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207160,,,True,True
207161,mystery,سرّ,mystère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207161,,,True,True
207162,mystic,متصوّف,mystique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207162,,,True,True
207163,mysticism,تصوّف,mysticisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207163,,,True,True
207164,myth,أسطورة,mythe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207164,,,True,True
207165,mythology,ميثولوجيا,mythologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207165,,,True,True
207166,nation,أمة,nation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207166,,,True,True
207167,nationalism,قومية,nationalisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207167,,,True,True
207168,nationality,جنسية,nationalité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207168,,,True,True
207169,nationalization,تأميم,nationalisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207169,,,True,True
207170,native land,وطن,partie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207170,,,True,True
207171,natural beauty,جمال طبيعي,beauté naturelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207171,,,True,True
207173,natural middle,وسط طبيعي,milieu naturel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207173,,,True,True
207174,natural pleasure,لذة طبيعية,plaisir naturel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207174,,,True,True
207175,natural selection,انتقاء طبيعي,sélection naturelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207175,,,True,True
207172,naturalism,طبيعية,naturalisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207172,مذهب,,True,True
207176,nature,طبيعة,nature,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207176,,,True,True
207177,natured nature,طبيعة مطبوعة,nature naturée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207177,,,True,True
207178,naturing nature,طبيعة طابعة,nature naturante,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207178,,,True,True
207179,necessary condition,شرط ضروري,condition nécessaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207179,,,True,True
207180,necessary connection,اقتران ضروري,connexion nécessaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207180,,,True,True
207181,necessary pleasure,لذة ضرورية,plaisir nécessaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207181,,,True,True
207182,necessary relation,علاقة ضرورية,relation nécessaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207182,,,True,True
207183,necessity,ضرورة,nécessité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207183,,,True,True
207184,need,حاجة,besoin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207184,,,True,True
207185,negation,سلب، نفي,négation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207185,,,True,True
207186,negative,سلبي,négatif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207186,,,True,True
207187,neodarxinism,داروينية حديثة,néo-darwinisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207187,,,True,True
207188,neolamarckism,لا ماركية حديثة,néo-lamarckisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207188,,,True,True
207189,nervous,عصبي,nerveux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207189,,,True,True
207190,net reproduction rate,معدل التكاثر الصافي,taux de reproduction nette,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207190,,,True,True
207191,neurophysiology,علم وظائف الأعصاب,neurophysiologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207191,,,True,True
207192,neurosis,عصاب,névrose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207192,,,True,True
207193,next genus,جنس قريب,genre prochain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207193,,,True,True
207194,nihilism,عدميّة,nihilisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207194,,,True,True
207195,nomadism,بداوة,nomadisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207195,,,True,True
207196,nominal definition,تعريف لفظي,définition nominale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207196,,,True,True
207198,non euclidian geometry,هندسة لا أقليدية,géométrie non euclidienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207198,,,True,True
207199,non exclusive disjunction,فصل جامع,disjonction non exclusive,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207199,,,True,True
207197,non-being,لا وجود,non-être,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207197,,,True,True
207200,norm,معيار,norme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207200,,,True,True
207201,normal,سوي,normal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207201,,,True,True
207202,normative science,علم معياري,science normative,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207202,,,True,True
207203,noumenon,شيء (ال…) في ذاته,noumène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207203,,,True,True
207204,objectify (to),وضّع,objectiver,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207204,,,True,True
207205,objection,اعتراض,objection,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207205,,,True,True
207206,objective psychology,علم النفس الموضوعي,psychologie objective,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207206,,,True,True
207207,objectivism,موضوعائية,objectivisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207207,,,True,True
207208,objectivity,موضوعية,objectivité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207208,,,True,True
207209,obligation,الزام,obligation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207209,,,True,True
207210,observation,ملاحظة,observation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207210,,,True,True
207211,offence,جنحة,délit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207211,,,True,True
207212,oil energy,طاقة بترولية,énergie pétrolière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207212,,,True,True
207213,oligarchy,أوليغارشية,oligarchie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207213,,,True,True
207214,ontological proof,برهان وجودي,preuve ontologique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207214,,,True,True
207215,ontology,انطولوجيا، علم الوجود,ontologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207215,,,True,True
207216,opend moral,أخلاق منفتحة,morale ouverte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207216,,,True,True
207217,operatory,اجرائي,opératoire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207217,,,True,True
207218,opinion,رأي,opinion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207218,,,True,True
207219,opposition,تقابل,opposition,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207219,,,True,True
207220,opposition of propositions,تقابل القضايا,opposition des propositions,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207220,,,True,True
207221,oppression,اضطهاد,oppression,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207221,,,True,True
207222,optimism,تفاؤل,optimisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207222,,,True,True
207223,order,نظام,ordre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207223,,,True,True
207224,order of the world,نظام العالم,ordre du monde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207224,,,True,True
207225,order proof,برهان النظام,preuve par l'ordre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207225,,,True,True
207226,organ,عضو,organe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207226,,,True,True
207227,organic,عضوي,organique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207227,,,True,True
207230,organisation of the work,تنظيم العمل,organisation du travail,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207230,,,True,True
207228,organism,كائن عضوي,organisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207228,,,True,True
207229,organization,تنظيم,organisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207229,,,True,True
207231,organon,آلة (ال…),organon,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207231,منطق أرسطو,,True,True
207232,origin,أصل,origine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207232,,,True,True
207233,origin of the world,أصل العالم,origine du monde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207233,,,True,True
207234,other,غير (ال…),autrui,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207234,,,True,True
207235,pain,ألم,douleur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207235,,,True,True
207236,pantheism,حلولية (ال…),panthéisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207236,مذهب وحدة الوجود,,True,True
207237,paradox,مفارقة,paradoxe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207237,,,True,True
207238,parol,نطق، قول,parole,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207238,,,True,True
