term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sr,sv,zh
521-04-59,enhancement type field-effect transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-59,ترانزستور(محكوم  بالمجال الكهربائي) من النوع المدعم,"Feldeffekttransistor vom Anreicherungstyp, m",enhancement type field-effect transistor,transistor de efecto de campo de enriquecimiento,avaustyyppinen kanavatransistoriavauskanavatransistori,"transistor à effet de champ à enrichissement, m",transistor ad effetto campo ad arricchimento,エンハンスメント形電界効果トランジスタ,증가형 전계 효과 트랜지스터,tranzystor polowy z kanałem wzbogaconym,transistor de efeito de campo por enriquecimento,"обогаћени тип транзистора са ефектом поља, м јдтранзистор са ефектом поља са индукованим каналом, м јд",fälteffekttransistor av anrikningstyp,增强型场效应晶体管
521-04-60,metal-semiconductor-field-effect transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-60,ترانزستور(محكوم  بالمجال الكهربائي) ذوشبه موصل معدنى,"Feldeffekttransistor mit Metall-Halbleiter, mMESFET, Abkürzung",metal-semiconductor-field-effect transistorMESFET (abbreviation),transistor de efecto de campo de metal-semiconductor,MES-transistori,"transistor à effet de champ métal-semiconducteur, m",transistor a effetto di campo metallo-semiconduttore (MESFET),"金属半導体電界効果トランジスタMESFET, （略語）",금속 반도체 전계효과 트랜지스터모스펫,tranzystor polowy złączowy z bramką metalową MESFET (akronim),transistor de efeito de campo metal-semicondutor,"метал-полупроводник транзистор са ефектом поља, м јдMESFET",fälteffekttransistor med metallstyre,金属-半导体场效应晶体管MESFET
521-04-61,thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-61,ثايرستور (صمام ثلاثي),"Thyristor, m",thyristor,tiristor,tyristori,"thyristor, m",tiristore,サイリスタ,사이리스터4층 반도체 개폐 소자,tyrystor,tiristor,"тиристор, м јд",tyristor,闸流晶体管晶闸管
521-04-62,reverse blocking diode thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-62,ثايرستورذوصمام ثنائى مقفل عكسي,"rückwärts sperrende Thyristordiode, f",reverse blocking diode thyristor,tiristor diodo bloqueado en inversa,diodityristori,"thyristor diode bloqué en inverse, m",diodo tiristore con bloccaggio inverso,逆阻止２端子サイリスタ,역방향 저지 다이오드 사이리스터,tyrystor diodowy blokujący wstecznie,tiristor díodo bloqueado em sentido inverso,"диодни тиристор са инверзним закочењем, м јд",diodtyristor med spärrförmåga,反向阻断二极闸流晶体管反向阻断二极晶闸管
521-04-63,reverse blocking triode thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-63,ثايرستور ثلاثى الاقطاب مقفل عكسي,"rückwärts sperrende Thyristortriode, f",reverse blocking triode thyristor,tiristor triodo bloqueado en inversa,triodityristori,"thyristor triode bloqué en inverse, m",triodo tiristore con bloccaggio inverso,逆阻止３端子サイリスタ,역방향 저지 삼극 사이리스터,tyrystor triodowy blokujący wstecznie,tiristor tríodo bloqueado em sentido inverso,"триодни тиристор са инверзним закочењем, м јд",triodtyristor med spärrförmåga,反向阻断三极闸流晶体管反向阻断三极晶闸管
521-04-64,reverse conducting diode thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-64,ثايرستر التوصيل العكسى ثنائى القطب,"rückwärts leitende Thyristordiode, f",reverse conducting diode thyristor,tiristor diodo conductor en inversa,estosuuntaan johtava diodityristori,"thyristor diode passant en inverse, m",diodo tiristore a conduzione inversa,逆導通２端子サイリスタ,역방향 전도 다이오드 사이리스터,tyrystor diodowy przewodzący wstecznie,tiristor díodo conduzindo em sentido inverso,"диодни тиристор са инверзним провођењем, м јд",diodtyristor utan spärrförmåga,逆导二极闸流晶体管逆导二极晶闸管
521-04-65,reverse conducting triode thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-65,ثايرستر التوصيل العكسى ثلاثى القطب,"rückwärts leitende Thyristortriode, f",reverse conducting triode thyristor,tiristor triodo conductor en inversa,estosuuntaan johtava triodityristori,"thyristor triode passant en inverse, m",triodo tiristore a conduzione inversa,逆導通３端子サイリスタ,역도통 삼단자 사이리스터,tyrystor triodowy przewodzący wstecznie,tiristor tríodo conduzindo em sentido inverso,"триодни тиристор са инверзним провођењем, м јд",triodtyristor utan spärrförmåga,逆导三极闸流晶体管逆导三极晶闸管
521-04-66,bidirectional diode thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-66,ثايرستور ثنائى مزدوج الاتجاه,"Zweirichtungs-Thyristordiode, fdoppeltgerichtete Thyristordiode, fDiac, Abkürzung",bidirectional diode thyristordiac (abbreviation),diac (en abreviatura)tiristor diodo bidireccional,kaksisuuntainen diodityristoridiakki,"thyristor diode bidirectionnel, mdiac (abréviation)",diodo tiristore bidirezionaleDIAC,ダイアック双方向２端子サイリスタ,양방향 다이오드 사이리스터다이액,tyrystor diodowy dwukierunkowy diak,tiristor díodo bidireccionaldiac (abreviatura),"бидирекциони диодни тиристор, м јддијак, м јд",diacdubbelriktad diodtyristor,双向二极闸流晶体管双向二极晶闸管diac
521-04-67,bidirectional triode thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-67,ثايرستور ثلاثى القطب مزدوج الاتجاه,"Zweirichtungs-Thyristortriode, fdoppeltgerichtete Thyristortriode, fTriac, Abkürzung",bidirectional triode thyristortriac (abbreviation),tiristor triodo bidimensionaltriac (en abreviatura),kaksisuuntainen triodityristoritriakki,"thyristor triode bidirectionnel, mtriac (abréviation)",triodo tiristore bidirezionaleTRIAC,トライアック双方向３端子サイリスタ,양방향 삼단자 사이리스터,tyrystor triodowy dwukierunkowy triak,tiristor tríodo bidireccionaltriac (abreviatura),"бидирекциони триодни тиристор, м јдтријак, м јд",triacdubbelriktad triodtyristor,双向三极闸流晶体管双向三极晶闸管triac
521-04-68,turn-off thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-68,ثايرستورغلق,"Ausschaltthyristor, mGTO-Thyristor, m",turn-off thyristor,tiristor bloqueable,hilasta sammutettava tyristori,"thyristor blocable, m",tiristore a spegnimento,ターンオフサイリスタ,턴 오프 사이리스터,tyrystor wyłączający,tiristor bloqueável,"тиристор са колом за гашење, м јд",släckbar tyristor,可关断闸流晶体管可关断晶闸管
521-04-69,P-gate thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-69,ثايرستور ذو بوابة P,"kathodenseitig steuerbarer Thyristor, m",P-gate thyristor,tiristor P,P-hilainen tyristori,"thyristor P, m",tiristore a gate P,Ｐゲートサイリスタ,피 게이트 사이리스터p 게이트 사이리스터,tyrystor z bramką typu P,tiristor de porta P,"P-гејт тиристор, м јд",tyristor med P-styre,P栅闸流晶体管P门极晶闸管
521-04-70,N-gate thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-70,ثايرستور ذو بوابة N,"anodenseitig steuerbarer Thyristor, m",N-gate thyristor,tiristor N,N-hilainen tyristori,"thyristor N, m",tiristore a gate N,Ｎゲートサイリスタ,엔 케이트 사이리스터N 게이트 사이리스터,tyrystor z bramką typu N,tiristor de porta N,"N-гејт тиристор, м јд",tyristor med N-styre,N栅闸流晶体管N门极晶闸管
521-04-71,asymmetrical thyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-71,ثايرستور غير متماثل,"asymmetrischer Thyristor, m",asymmetrical thyristor,tiristor asimétrico,epäsymmetrinen tyristori,"thyristor asymétrique, m",tiristore asimmetrico,非対称サイリスタ,비대칭 사이리스터,tyrystor asymetryczny,tiristor assimétrico,"несиметрични тиристор, м јд",asymmetrisk tyristor,非对称闸流晶体管非对称晶闸管
521-04-72,photothyristor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-72,ثايرستور ضوئى,"Photothyristor, m",photothyristor,fototiristor,fototyristori,"photothyristor, m",foto-tiristore,フォトサイリスタ,광 사이리스터,fototyrystor,fototiristor,"фототиристор, м јд",fototyristor,光敏闸流晶体管光控晶闸管
521-05-01,electrode (of a semiconductor device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-01,قطب (لجهاز شبه موصل ),"Elektrode, <eines Halbleiterbauelements> f",electrode (of a semiconductor device),electrodo (de un dispositivo semiconductor),elektrodi,"électrode (d’un dispositif à semiconducteurs), f",elettrode,"電極, <半導体デバイスの>","용접봉, <반도체 장치>전극, <반도체 장치>",elektroda (przyrządu półprzewodnikowego),eléctrodo (de um dispositivo semicondutor),"електрода, <полупроводничког уређаја> ж јд",elektrod,"电极, <半导体器件的>"
521-05-02,terminal (of a semiconductor device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-02,طرف( لجهاز شبه موصل),"Anschluss, <eines Halbleiterbauelements> mAnschlusspunkt, <eines Halbleiterbauelements> m",terminal (of a semiconductor device),borne (de un dispositivo semiconductor),liitinpuolijohdekomponentin liitin,"borne (d'un dispositif à semiconducteurs), f",terminale,"端子, <半導体デバイスの>","단말, <반도체 장치>터미널, <반도체 장치>",końcówka (przyrządu półprzewodnikowego) wyprowadzenie (przyrządu półprzewodnikowego),terminal (de um dispositivo semicondutor),"прикључак, <полупроводничког уређаја> м јдизвод за повезивање, <полупроводничког уређаја> м јд",pol,"引出端, <半导体器件的>"
521-05-03,forward direction (of a PN junction),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-03,اتجاه امامى(لوصلةPN),"Vorwärtsrichtung, <eines PN-Übergangs> fDurchlassrichtung, <eines PN-Übergangs> f",forward direction (of a PN junction),sentido directo (de una unión PN),myötäsuunta,"sens direct (d’une jonction PN), m",senso direttodirezione diretta,"順方向, <ＰＮ接合の>","순방향, <PN접합>",kierunek przewodzenia (złącza PN),sentido directo (de uma junção PN),"смер директне поларизације, <PN споја> м јддиректан смер, м јд",framriktning,"正向, <PN结的>"
521-05-04,reverse direction (of a PN junction),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-04,اتجاه عكسى(لوصلةPN),"Rückwärtsrichtung, <eines PN-Übergangs> fSperrrichtung, <eines PN-Übergangs> f",reverse direction (of a PN junction),sentido inverso (de una unión PN),estosuunta,"sens inverse (d’une jonction PN), m",senso inversodirezione inversa,"逆方向, <ＰＮ接合の>","역방향, <PN접합>",kierunek zaporowy (złącza PN),sentido inverso (de uma junção PN),"смер инверзне поларизације, <PN споја> м јдинверзни смер, м јд",backriktning,"反向, <PN结的>"
521-05-05,negative differential resistance region,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-05,منطقة مقاومة تفاضلية سلبية,"negativer differentieller Widerstandsbereich, m",negative differential resistance region,región de resistencia diferencial negativa,negatiivisen differentiaaliresistanssin alue,"région de résistance différentielle négative, f",regione di resistenza differenziale negativa,負性微分抵抗領域,음 미분 저항 영역,obszar ujemnej rezystancji różniczkowej,região de resistência diferencial negativa,"област негативне диференцијалне отпорности, ж јд",område med negativ differentiell resistans,负微分电阻区
521-05-06,breakdown (of a reverse-biased PN junction),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-06,انهيار(لوصلة PNمنحازةعكسيا),"Durchbruch, <eines in Sperrrichtung vorgespannten PN-Übergangs> m",breakdown (of a reverse-biased PN junction),perforación (de una unión PN polarizada en inversa),läpilyönti,"claquage (d'une jonction PN polarisée en inverse), m",rotturaperforazione,"降伏, <逆バイアスされたＰＮ接合の>","항복, <역방향 편이 PN접합>파괴, <역방향 편이 PN접합>",przebicie (złącza PN spolaryzowanego wstecznie),perfuração (de uma junção PN polarizada inversamente),"пробој, <инверзно поларисаног PN споја> м јд",genombrott,"击穿, <反向偏置PN结的>"
521-05-07,avalanche breakdown (of a PN junction),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-07,انهيارجرفى(لوصلةPN),"Lawinendurchbruch, <eines PN-Übergangs> m",avalanche breakdown (of a PN junction),perforación por avalancha (de una unión PN),vyöryläpilyönti,"claquage par avalanche (d'une jonction PN), m",rottura a valanga,"アバランシェ降伏, <半導体のＰＮ接合の>","전자 사태 항복, <PN접합>전자 사태 강하",przebicie lawinowe (złącza półprzewodnikowego PN),perfuração por avalanche (de uma junção PN semicondutora),"лавински пробој, <PN споја> м јд",lavingenombrott,"雪崩击穿, <半导体PN结的>"
521-05-08,avalanche voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-08,جهد الانهيار,"Lawinendurchbruchspannung, f",avalanche voltage,tensión de avalancha,vyöryjännite,"tension d'avalanche, f",tensione di valanga,アバランシェ電圧,전자 사태 전압,napięcie przebicia lawinowego,tensão de avalanche,"лавински напон, м јд",lavinspänning,雪崩电压
521-05-09,Zener breakdown (of a PN junction),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-09,انهيارزينر (لوصلة PN),"Zener-Durchbruch, <eines PN-Übergangs> m",Zener breakdown (of a PN junction),perforación por efecto Zener (de una unión PN),zenerläpilyöntitunneliläpilyönti,"claquage par effet Zener (d'une jonction PN), m",rottura a effetto Zener,"ツェナー降伏, <ＰＮ接合の>","제너 항복, <PN접합>",przebicie Zenera (złącza PN),perfuração por efeito Zener (de uma junção PN)perfuração por efeito túnel (de uma junção PN),"Зенеров пробој, <PN споја> м јд",zenergenombrott,"齐纳击穿, <PN结的>"
521-05-10,Zener voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-10,جهد زينر,"Zener-Spannung, f",Zener voltage,tensión de Zener,zenerjännite,"tension de Zener, f",tensione Zener,ツェナー電圧,제너 전압,napięcie Zenera,tensão de Zener,"Зенеров напон, м јд",zenerspänning,齐纳电压
521-05-11,thermal breakdown (of a PN junction),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-11,انهيارحرارى (لوصلةPN),"thermischer Durchbruch, <eines PN-Übergangs> m",thermal breakdown (of a PN junction),perforación por efecto térmico (de una unión PN),lämpöläpilyönti,"claquage par effet thermique (d’une jonction PN), m",rottura termica,"熱破壊, <ＰＮ接合の>","열 항복, <PN접합>열 파괴, <PN접합>",przebicie cieplne (złącza PN),perfuração por efeito térmico (de uma junção PN),"термални пробој, <PN споја> м јд",termiskt genombrott,"热击穿, <PN结的>"
521-05-12,punch-through (between two PN junctions),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-12,ثقب العبور (بين وصلتينPN),"Durchgriff, <zwischen zwei PN-Übergängen> m",punch-through (between two PN junctions),penetración (entre dos uniones PN),leviämisläpilyönti,"pénétration (entre deux jonctions PN), f",punch-through penetrazione (tra due giunzioni PN),"パンチスルー, <２つのＰＮ接合間の>","침식 현상, <2 PN접합>천공 스루, <2 PN접합>",zwarcie skrośne (między dwoma złączami PN),penetração (entre duas junções PN),"уштинуће, <између два PN споја> с јд",penetration,"穿通, <两个PN结间的>"
521-05-13,thermal resistance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-13,مقاومةحرارية (لجهاز شبه موصل),"Wärmewiderstand, <eines Halbleiterbauelements> mthermischer Widerstand, <eines Halbleiterbauelements> m",thermal resistance,resistencia térmica (de un dispositivo semiconductor),lämpövastus,"résistance thermique (d’un dispositif à semiconducteurs), f",resistenza termica,熱抵抗,열적 저항,rezystancja cieplna (przyrządu półprzewodnikowego),resistência térmica (de um dispositivo semicondutor),"термална отпорност, <полупроводничког уређаја> ж јд",termisk resistans,热阻
521-05-14,virtual temperature,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-14,درجة حرارة افتراضية (لجهازشبة موصل),"Ersatztemperatur, <eines Halbleiterbauelements> f",virtual temperatureinternal equivalent temperature (of a semiconductor device),temperatura equivalente interna (de un dispositivo semiconductor)temperatura virtual (de un dispositivo semiconductor),näennäislämpötila,"température virtuelle (d’un dispositif à semiconducteurs), ftempérature équivalente interne (d’un dispositif à semiconducteurs), f",temperatura virtualetemperatura interna equivalente,"仮想温度内部等価温度, <半導体デバイスの>",가온도,temperatura pozorna (przyrządu półprzewodnikowego),temperatura virtual (de um dispositivo semicondutor)temperatura equivalente interna (de um dispositivo semicondutor),"виртуелна температура, <полупроводничког уређаја> ж јдунутрашња еквивалентна температура, <полупроводничког уређаја> ж јд",virtuell temperatur,"有效温度内部等效温度, <半导体器件的>"
521-05-15,virtual (equivalent) junction temperature,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-15,درجة حرارة افتراضية مكافئة للوصلة,"Ersatz-Sperrschichttemperatur, f",virtual (equivalent) junction temperature,temperatura virtual (equivalente) de unión,rajapintalämpötila,"température virtuelle (équivalente) de jonction, f",temperatura virtuale (equivalente) di giunzione,仮想等価接合温度仮想接合温度,가접합 온도,temperatura pozorna złącza,temperatura virtual (equivalente) de junção,"виртуелна еквивалентна температура споја, ж јд",virtuell skikttemperatur,有效结温等效结温
521-05-16,thermal capacitance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-16,سعة حرارية,"Wärmekapazität, f",thermal capacitance,capacidad térmica,lämpökapasiteetti,"capacité thermique, f",capacità termica,熱容量,열적 커패시턴스열적 정전 용량,pojemność cieplna,capacidade térmica,"термална капацитивност, ж јд",termisk kapacitans,热容
521-05-17,floating voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-17,الجهد العائم,"Schwebespannung, f",floating voltage,tensión flotante,kelluva jännite,"tension flottante, f",tensione flottante,浮遊電圧,부동 전압,napięcie płynące,tensão flutuante,"пливајући напон, м јд",frispänning,浮置电压
521-05-18,recovered charge (of a diode or thyristor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-18,شحنة استعادة (لصمام ثنائى او ثايرستور),"Sperrverzögerungsladung, <einer Diode oder eines Thyristors> f",recovered charge (of a diode or thyristor),carga recuperada (de un diodo o tiristor),toipumisvaraus,"charge récupérée (d’une diode ou d’un thyristor), f",carica recuperata,"回復電荷, <ダイオード又はサイリスタの>","복구 전하, <다이오드 및 사이리스터>",ładunek odzyskiwany (diody lub tyrystora),carga recuperada (de um díodo ou de um tiristor),"враћено наелектрисање, <диоде или тиристора> с јд",återhämtad laddning,"恢复电荷, <二极管或闸流晶体管的>"
521-05-19,threshold voltage (of a diode or thyristor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-19,جهد العتبة (لصمام ثنائى او ثايرستور),"Schwellenspannung, <einer Diode oder eines Thyristors> f",threshold voltage (of a diode or thyristor),tensión de umbral (de un diodo o tiristor),kynnysjännite,"tension de seuil (d’une diode ou d’un thyristor), f",tensione di soglia,"しきい値電圧, <ダイオード又はサイリスタの>","문턱 전압, <다이오드 및 사이리스터>",napięcie progowe (diody lub tyrystora),tensão de limiar (de um díodo ou de um tiristor),"напон прага, <диоде или тиристора> м јд",tröskelspänning (för diod eller transistor),"阈值电压, <二极管或闸流晶体管的>"
521-05-20,cut-off frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-20,تردد القطع,"Grenzfrequenz, f",cut-off frequency,frecuencia de corte,rajataajuus,"fréquence de coupure, f",frequenza di taglio,遮断周波数,차단 주파수,częstotliwość odcięcia,frequência de corte,"гранична фреквенција, ж јд",gränsfrekvens,截止频率
521-05-21,delay-time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-21,زمن التاخير,"Verzögerungszeit, f",delay-time,retardo de subida,viive,"retard à la croissance, mretard à la montée, m",tempo di ritardo,遅延時間,지연 시간,czas opóźnienia,tempo de atraso,"време кашњења, с јд",fördröjningstid,延迟时间
521-05-22,rise time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-22,زمن الصعود,"Anstiegszeit, f",rise time,tiempo de subida,nousuaika,"temps de croissance, mtemps de montée, m",tempo di salita,立ち上がり時間,상승 시간,czas narastania,tempo de subida,"време успона, с јд",stigtid,上升时间
521-05-23,carrier storage time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-23,زمن تخزين الحامل,"Speicherzeit, fEntladeverzug, m",carrier storage time,retardo de caída,varastointiaika,"retard à la décroissance, mretard à la descente, m",tempo di immagazzinamento dei portatori,電荷蓄積時間,반송자 축적 시간,czas gromadzenia ładunku,tempo de armazenamento (dos portadores),"време нагомилавања носилаца, с јд",efterledningstid,载流子贮存时间
521-05-24,fall time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-24,زمن الانحدار,"Abfallzeit, f",fall time,tiempo de caída,laskuaika,"temps de décroissance, m",tempo di discesa,立ち下がり時間,강압 시간,czas opadania,tempo de descida,"време опадања, с јд",falltid,下降时间
521-05-25,forward recovery time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-25,زمن استعادة امامى,"Durchlassverzögerungszeit, f",forward recovery time,tiempo de recuperación directa,myötäsuunnan toipumisaika,"temps de recouvrement direct, m",tempo di recupero diretto,順方向回復時間,순방향 복구 시간,czas ustalania się stanu przewodzenia,tempo de recuperação directo,"време опоравка директне поларизације, с јд",återhämtningstid i framriktning,正向恢复时间
521-05-26,reverse recovery time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-26,زمن استعادة عكسى,"Sperrverzögerungszeit, f",reverse recovery time,tiempo de recuperación inversa,estosuunnan toipumisaika,"temps de récupération inverse, m",tempo di recupero inverso,逆方向回復時間,역방향 복구 시간,czas odzyskania blokowania,tempo de recuperação inverso,"време опоравка инверзне поларизације, с јд",återhämtningstid i backriktning,反向恢复时间
521-05-27,electrostatic-discharge-sensitive device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-27,جهاز حساس لتفريغ الكهرباء الساكنة,"elektrostatisch gefährdetes Bauelement, n",electrostatic-discharge-sensitive device,dispositivo sensible a las descargas electrostáticas,staattiselle sähkölle herkkä osaESDS,"dispositif sensible aux décharges électrostatiques, m",dispositivo sensibile alle scariche elettrostatiche,静電気放電に敏感なデバイス,정전 방전 감응 장치,przyrząd wrażliwy na wyładowania elektrostatyczne,dispositivo sensível às descargas electrostáticas,"уређај осетљив на електростатичка пражњења, м јд",elektrostatiskt känslig komponent,静电放电敏感器件
521-05-28,substrate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-28,ركيزة,"Substrat, n",substrate,substrato,perusmateriaali,"substrat, m",substrato,基板,기판모재접착 기면기면,podłoże,substrato,"супстрат, м јд",substrat,衬底基片
521-05-29,wafer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-29,رقاقة,"Wafer, m",wafer,obleaplaqueta,puolijohdekiekko,"tranche, fplaquette, f",fetta,ウェーハ,반도체 기판웨이퍼,płytka,bolacha,"плочица, ж јдвејфер, м јд",skiva,晶圆片晶片
521-05-30,chip,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-30,شريحة,"Chip, m",chipdie,chippastilla,siru,"puce, fpastille, f",chippastiglia / piastrina,ダイチップ,칩,struktura,chipe,"чип, м јдкоцкица, ж јд",chip,芯片管芯
521-05-31,package,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-31,حزمة,"Gehäuse, n",package,envase,kotelo,"boîtier, m",contenitore,パッケージ,꾸러미패키지,obudowa,invólucro,"модул, м јд",kapsel,封装外壳
521-05-32,lead frame (of a package),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-32,اطار رصاصى(لحزمة),"Gehäuserahmen, m",lead frame (of a package),rejilla de conexión (de un envase),johdinkehys,"grille de connexion (d'un boîtier), f",struttura di connessione,"リードフレーム, <パッケージの>","리드 프레임, <꾸러미>전선 버팀대, <꾸러미>",pasek montażowy ażur,grelha de conexão (de um invólucro),"оквир за повезивање, <паковања> м јд",tilledarram,"引线框架, <封装的>"
521-05-33,heat sink,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-33,ممتص حرارة,"Kühlkörper, m",heat sink,radiador,jäähdytyslevy,"radiateur, m",dissipatore,ヒートシンク,열 발산판방열판,radiator,dissipador (de calor),"дисипатор топлоте, м јд",kylare,热沉
521-05-34,circuit parameter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-34,متغير لدارة,"Schaltungsparameter, m",circuit parameter,parámetro de circuito,piiriparametri,"paramètre de circuit, m",parametro circuitale,回路パラメータ,회로 상수회로 매개변수,parametry układu,parâmetros de circuito,"параметар кола, м јд",kretsparameter,电路参数
521-05-35,equivalent circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-35,دارة مكافئة,"Ersatzschaltung, f",equivalent circuit,circuito equivalente,vastinpiiri,"circuit équivalent, m",circuito equivalente,等価回路,등가 회로,układ zastępczy,circuito equivalente,"еквивалентно коло, с јд",ekvivalent strömkrets,等效电路
521-05-36,parasitic circuit element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-05-36,عنصردارة طفيلى,"parasitäres Schaltungselement, n",parasitic circuit element,elemento de circuito parásito,loispiirielementti,"élément de circuit parasite, m",elemento parassita di circuito,寄生回路素子,기생 회로 소자,element pasożytniczy układu,elemento de circuito parasita,"паразитни елемент кола, м јд",parasitiskt kretselement,寄生电路元件
521-06-01,peak point (of a tunnel diode),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-06-01,نقطة الذروه ( لصمام ثنائى نفقى ),"Gipfelpunkt, <einer Tunneldiode> mHöckerpunkt, <einer Tunneldiode> m",peak point (of a tunnel diode),punta de pico (de un diodo túnel),huippupiste,"point de pic (d’une diode tunnel), m",punto di picco,"ピーク点, <トンネルダイオードの>","마룻점, <터널 다이오드>",punkt szczytowy (diody tunelowej) szczyt (diody tunelowej),ponto de pico (de um díodo túnel),"вршна тачка, <тунел-диоде> ж јд",toppunkt,"峰点, <隧道二极管的>"
521-06-02,valley point (of a tunnel diode),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-06-02,ادنى نقطة(لصمام ثنائى نفقى ),"Talpunkt, <einer Tunneldiode> m",valley point (of a tunnel diode),punta de valle (de un diodo túnel),laaksopiste,"point de vallée (d’une diode tunnel), m",punto di valle,"谷点, <トンネルダイオードの>","계곡점, <터널 다이오드>",punkt dolinowy (diody tunelowej) dolina (diody tunelowej),ponto de vale (de um díodo túnel),"тачка минималне вредности, <тунел-диоде> ж јд",dalpunkt,"谷点, <隧道二极管的>"
521-06-03,projected peak point (of a tunnel diode),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-06-03,نقطة الذروة المخطط لها (لصمام ثنائى نفقى ),"projizierter Gipfelpunkt, <einer Tunneldiode> mprojizierter Höckerpunkt, <einer Tunneldiode> m",projected peak point (of a tunnel diode),punta de pico proyectada (de un diodo túnel),projisoitu huippupiste,"point isohypse (d’une diode tunnel), m",punto di picco proiettato,"投影ピーク点, <トンネルダイオードの>","투영 마룻점, <터널 다이오드>",punkt szczytowy przesunięty (diody tunelowej),ponto de pico projectado (de um díodo túnel),"пројектована вршна тачка, <тунел-диоде> ж јд",projicerad toppunkt,"投影峰点, <隧道二极管的>"
521-06-04,resistive cut-off frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-06-04,مقاومة تردد القطع,"Entdämpfungsfrequenz, f",resistive cut-off frequency,frecuencia de corte resistiva,resistiivinen rajataajuus,"fréquence de coupure résistive, f",frequenza di taglio resistiva,抵抗遮断周波数,저항성 차단 주파수,częstotliwość graniczna rezystywnościowa,frequência de corte resistiva,"гранична фреквенција отпорности, ж јд",resistiv gränsfrekvens,电阻性截止频率
