term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,no,pl,pt,ru,sl,sr,sv,zh
151-13-77,stabilized power supply,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-13-77,مصدر قدرة مستقر,"stabilisiertes Stromversorgungsgerät, n",stabilized power supply,fuente de alimentación estabilizada,stabiloitu teholähde,"alimentation stabilisée, f",alimentazione stabilizzata,安定化電源,안정화 전원 공급,stablisert straumforsyning,zasilacz stabilizowany,alimentação estabilizada,стабилизированное электропитание,,"стабилизовано снабдевање енергијом, с јд",stabiliserat nätaggregat,稳定电源
151-14-01,magnetic circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-01,دارة مغناطيسية,"magnetischer Kreis, m",magnetic circuit,circuito magnético,magneettipiiri,"circuit magnétique, m",circuito magnetico,磁気回路,자기 회로,magnetisk krins,obwód magnetyczny,circuito magnético,магнитная цепь,,"магнетно коло, с јд",magnetisk krets,磁路
151-14-02,(magnetic) core,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-02,قلب مغناطيسي,"magnetischer Kern, mKern, m",(magnetic) core,núcleo (magnético),sydänmagneettisydän,"noyau (magnétique), m",nucleo (magnetico),磁心磁気コア,철심자기 코어,magnetkjerne,rdzeń magnetyczny rdzeń  magnetowód,núcleo (magnético),(магнитный) сердечник,,"магнетно језгро, с јд",magnetkärna,磁铁心磁心
151-14-03,laminated (magnetic) core,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-03,قلب (مغناطيسى) رقائقى,"magnetischer Schichtkern, mSchichtkern, m",laminated (magnetic) core,núcleo (magnético) laminado,levysydän,"noyau (magnétique) feuilleté, m",nucleo (magnetico) laminato,積層磁心,적층 철심적층 자기 코어,laminert (magnetisk) kjerne,rdzeń magnetyczny laminowany rdzeń laminowany magnetowód blachowany,núcleo (magnético) laminado,пластинчатый (магнитный) сердечник,,"ламинатно магнетно језгро, с јд",laminerad kärna,叠片磁铁心叠片磁心
151-14-04,yoke,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-04,مقرن,"Joch, n",yoke,culata,ies,"culasse, f",giogo,継鉄,계철,åk,jarzmo,culatra,ярмо,,"јарам, м јд",ok,磁轭
151-14-05,air gap,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-05,فجوة هوائية,"Luftspalt, m",air gap,entrehierro,ilmaväli,"entrefer, m",traferro,エアギャップギャップ,공극,luftgap,szczelina powietrzna,entreferro,воздушный зазор,,"ваздушни зазор, м јд",luftgap,空气隙气隙
151-14-06,magnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-06,مغناطيس,"Magnet, m",magnet,imán,magneetti,"aimant, m",magnete,磁石,자석,magnet,magnes,íman,магнит,,"магнет, м јд",magnet,磁体磁铁
151-14-07,permanent magnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-07,مغناطيس دائم,"Dauermagnet, m",permanent magnet,imán permanente,kestomagneetti,"aimant permanent, m",magnete permanente,永久磁石,영구자석,permanentmagnet,magnes trwały,íman permanente,постоянный магнит,,"стални магнет, м јдперманентни магнет, м јд",permanentmagnet,永磁体永久磁铁
151-14-08,electromagnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-08,مغناطيس كهربائي,"Elektromagnet, m",electromagnet,electroimán,sähkömagneetti,"électroaimant, m",elettromagnete,電磁石,전자석,elektromagnet,elektromagnes,electroíman,электромагнит,,"електромагнет, м јд",elektromagnet,电磁体电磁铁
151-14-09,polarized electromagnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-09,مغناطيس كهربائي مُسْتَقْطب,"polarisierter Elektromagnet, m",polarized electromagnet,electroimán polarizado,polaroitu sähkömagneetti,"électroaimant polarisé, m",elettromagnete polarizzato,偏磁電磁石,분극 전자석,polarisert elektromagnet,elektromagnes spolaryzowany,electroíman polarizado,поляризованный магнит,,"поларизовани електромагнет, м јд",polariserad elektromagnet,极化电磁体极化电磁铁
151-14-10,pole of a magnet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-10,قطب مغناطيس,"Pol eines Magneten, m",pole of a magnet,polo de un imán,magneetin napa,"pôle d'un aimant, m",polo di un magnete,磁極,자극,magnetpol,biegun magnesu,pólo de um íman,полюс магнита,,"пол магнета, м јд",magnetpol,磁极
151-14-11,magnetic shunt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-11,مفرع مغناطيسي,"magnetischer Nebenschluss, m",magnetic shunt,shunt (magnético),magneettinen sivupiiri,"shunt magnétique, m",derivatore magnetico,磁気分路,자기 분로,magnetshunt,bocznik magnetyczny,chante (magnético)shunt (magnético),магнитный шунт,,"магнетни шант, м јд",magnetisk shunt,磁分路
151-14-12,keeper,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-14-12,حافظة,"Magnetanker, mAnker, m",keeper,cortocircuito magnético,sulkuankkuri,"court-circuit magnétique, m",ancora; armatura,保磁子,유지기,polstykke,zwora magnetyczna zwora,curtocircuito magnético,якорь постоянного магнита,,"чувар, м јд",ankare,衔铁
151-15-01,"AC, qualifier",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-01,تيار متردد (متناوب),"Wechselstrom…, in ZusammensetzungenWechsel…, in ZusammensetzungenAC, Abkürzung","AC, qualifier","AC, calificativo",ACvaihto-,"AC, qualificatif",AC; c.a.; corrente alternata,交流,"교류, 수식어",AC,AC (kwalifikator),CA (abreviatura),"АС, обозначение",,"AC, квалификаторНС, квалификатор",vs-växel-,交流AC
151-15-02,"DC, qualifier",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-02,تيار مستمر,"Gleichstrom…, in ZusammensetzungenGleich…, in ZusammensetzungenDC, Abkürzung","DC, qualifier","DC, calificativo",DCtasa-,"DC, qualificatif",DC; c.c.; corrente continua,直流,"직류, 수식어",DC,DC (kwalifikator),CC (abreviatura),"DC, обозначение",,"DC, квалификаторЈС, квалификатор",lik-ls-,直流DC
151-15-03,low voltage (1),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-03,جهد منخفض (1),"Niederspannung, f",low voltage (1)low tension  (1)LV (1),"baja tensión (1)BT (1), abreviatura",pienjännite,basse tension (1) fBT (1) f,bassa tensione; BT,"低圧 (1)LV (1), （略語）","저압, <관련엔트리: 151-15-04>",lågspenning,napięcie niskie nn (akronim),baixa tensão (1)BT (1) (abreviatura),"низкое напряжение (1)LV (1), сокращение",,"ниски напон, <ниски напон: IEV 151-15-04> м јдLV, <LV: IEV 151-15-04>НН, <НН: IEV 151-15-04>",lågspänning,"低电压, <相关条目：151-15-04>低压, <相关条目：151-15-04>LV, <相关条目：151-15-04>"
151-15-04,low voltage (2),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-04,جهد  منخفض (2),"Unterspannung (1), f",low voltage (2)low tension  (2)LV (2),"baja tensión (2)BT (2), abreviatura",alajännite,basse tension (2) fBT (2) f,bassa tensione; BT,"低圧 (2)LV (2), （略語）",저압<관련엔트리: 151-15-03>,lågaste spenning,napięcie dolne,baixa tensão (2)BT (2) (abreviatura),"низкое напряжение (2)LV (2), сокращение",,"ниски напон, <ниски напон: IEV 151-15-03> м јдLV, <LV: IEV 151-15-03>НН, <НН: IEV 151-15-03>",lägsta spänning,"低电压, <相关条目：151-15-03>低压, <相关条目：151-15-03>LV, <相关条目：151-15-03>"
151-15-05,high voltage (1),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-05,جهد عالى (1),"Hochspannung, f",high voltage (1)high tension  (1)HV  (1),"alta tensión (1)AT (1), abreviatura",suurjännite,haute tension (1) fHT (1) f,alta tensione; AT,"高圧 (1)HV (1), （略語）","고압, <관련엔트리: 151-15-06>",høgspenning,napięcie wysokie WN (akronim),alta tensão (1)AT (1) (abreviatura),"высокое напряжение (1)HV (1), сокращение",,"високи напон, <високи напон: IEV 151-05-06> м јдHV, <HV: IEV 151-05-06>BН, <BН: IEV 151-05-06>",högspänning,"高电压, <相关条目：151-15-06>高压, <相关条目：151-15-06>HV, <相关条目：151-15-06>"
151-15-06,high voltage (2),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-06,جهد عالى (2),"Oberspannung, f",high voltage (2)high tension  (2)HV  (2),"alta tensión (2)AT (2), abreviatura",yläjännite,haute tension (2) fHT (2) f,alta tensione; AT,"高圧 (2)HV (2), （略語）",고압<관련엔트리: 151-15-05>,høgaste spenning,napięcie górne,alta tensão (2)AT (2) (abreviatura),"высокое напряжение (2)HV (2), сокращение",,"високи напон, <високи напон: IEV 151-05-05>м јдHV, <HV: IEV 151-05-05>BН, <BН: IEV 151-05-05>",högsta spänning,"高电压, <相关条目：151-15-05>高压, <相关条目：151-15-05>HV, <相关条目：151-15-05>"
151-15-07,dissipation (of electric energy),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-07,تبدد (الطاقة (الكهربائية),"Dissipation elektrischer Energie, f",dissipation (of electric energy),disipación (de energía eléctrica),häviö,"dissipation (d’énergie électrique), f",dissipazione,電力損,"손실, <전기 에너지>",(varme)tap,rozpraszanie energii elektrycznej rozpraszanie   dyssypacja energii elektrycznej dyssypacja,dissipação (de energia eléctrica)perda (de energia eléctrica),рассеяние (электрической энергии),,"дисипација, <електричне енергије> ж јд",värmeförlust,电能损耗损耗电能耗散耗散
151-15-08,"voltage drop, <related entry: IEV 151-15-09>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-08,هبوط الجهد (1),"Spannungsfall, m","voltage drop, <related entry: IEV 151-15-09>tension drop , <related entry: IEV 151-15-09>",caída de tensión (1),jännitehäviö,"chute de tension, <article associé: IEV 151-15-09> f",caduta di tensione,電圧降下 (1),"전압 강하, <관련엔트리: 151-15-09>",spenningsfall,spadek napięcia,queda de tensão (1),падение напряжения (1),,"пад напона, <пад напона: IEV 151-15-09> м јд",spänningsfall,"电压降, <相关条目：151-15-09>"
151-15-09,voltage drop (2),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-09,هبوط الجهد (2),"Spannungsänderung, f",voltage drop (2)tension drop  (2),caída de tensión (2),jännitteen muutos,"chute de tension (2), f",abbassamento di tensione,電圧低下 (2),"전압 강하, <관련엔트리: 151-15-08>",spenningsfall,zmiana napięcia roboczegozmiana napięcia,queda de tensão (2),падение напряжения (2),,"пад напона, <пад напона: IEV 151-15-08> м јд",spänningsfall,"电压降, <相关条目：151-15-08>"
151-15-10,change-over switching,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-10,تبديل ( الوصل والفصل),"Umschaltung, f",change-over switching,conmutación,vaihtokytkentä,"commutation, f",commutazione,切換スイッチ,전환 스위칭,omkopling,przełączanie komutacja,comutação,переключение,,"промена повезивања, ж јд",omkoppling,转换
151-15-11,commutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-11,تبديل ( دوري ),"Kommutierung, f",commutation,conmutación (periódica),kommutointi,"commutation (périodique), f",commutazione (periodica),転流,전환전류,kommutering,komutacja okresowa,comutação (periódica),коммутация,,"комутација, ж јд",kommutering,换向
151-15-12,cycle of operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-12,دورة تشغيل,"Betätigungszyklus, m",cycle of operation,ciclo (de funcionamiento),toimintajakso,"cycle (de fonctionnement), m",ciclo di operazione,運転サイクル,작동 사이클,driftssyklus,cykl operacji,ciclo (de funcionamento),цикл работы,,"радни циклус, м јд",driftcykel,操作循环运行周期
151-15-13,"input, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-13,دخل (صفة),"Eingangs…, in Zusammensetzungen","input, adj","de entrada, calificativo",tulo-,"d'entrée, qualificatif",di entrata,"入力, 形容詞","입력, 형용사",inngang,wejściowy,de entrada (qualificativo),входной,,"улазни, придев",in(gångs)-,输入的
151-15-14,"output, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-14,خرج (صفة),"Ausgangs..., in Zusammensetzungen","output, adj","de salida, calificativo",lähtö-,"de sortie, qualificatif",di uscita,"出力, 形容詞","출력, 형용사",utgang,wyjściowy,de saída (qualificativo),выходной,,"излазни, придев",ut(gångs)-,输出的
151-15-15,"load (1), noun",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-15,حمل (1)، اسم,"Last, f","load (1), noun",carga (1),kuorma,"charge (1), f",carico,"負荷 (1), 名詞","부하, <관련엔트리: 151-15-16>, 명사",belastning,odbiornik,carga (1),нагрузка (1),,"оптерећење, с јд",belastning,"负载, <相关条目：151-15-16>"
151-15-16,"load (2), noun",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-16,حمل (2)، اسم,"Lastleistung, f","load (2), noun",carga (2),kuormitus,"charge (2), f",carico,"負荷 (2), 名詞","부하, 명사<관련엔트리: 151-15-15>",last,obciążenie,carga (2),нагрузка (2),,"пуњење, с јд",last,"负载, <相关条目：151-15-15>"
151-15-17,"load, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-17,يحمًل,"belasten, Verb","load, verb","cargar (1), verbo",kuormittaa,charger (1) verbe,caricare,"負荷する, 動詞","부하를 가하다, 동사",laste,obciążyć,carregar (1),нагружать,,"оптеретити, глагол",belasta,"加载, 动词"
151-15-18,"charge, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-18,يشحن,"laden, Verb","charge, verb","cargar (2), verbo",varata,charger (2) verbe,caricare,"充電する, 動詞","충전하다, 동사",lade,ładować,carregar (2),заряжать,,"наелектрисати, глагол",ladda,"充电, 动词"
151-15-19,"discharge, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-19,يفرغ,"entladen, Verb","discharge, verb","descargar, verbo",purkaa,"décharger, verbe",scaricare,"放電する, 動詞","방전하다, 동사",utlade,rozładować,descarregar,разряжать,,"испразнити, глагол",urladda,"放电, 动词"
151-15-20,on-load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-20,تحت الحمل,"unter Last, Adjektiv",on-load,en carga,käyttö kuormitettunakuormitettuna,"en charge, qualificatif",a carico,負荷時,부하 시,belasta,pod obciążeniem,em carga,под нагрузкой,,под оптерећењем,belastad,有载
151-15-21,no-load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-21,بدون حمل,"ohne Last, Adjektiv",no-load,en vacío,käyttö kuormittamattomanakuormittamattomana,"hors charge, qualificatifà vide, qualificatif",a vuoto,無負荷,무부하,ubelasta,bez obciążeniana biegu jałowym,em vaziosem carga,без нагрузкивхолостую,,без оптерећења,obelastad,空载
151-15-22,open-circuit operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-22,تشغيل دارة مفتوحة,"Leerlaufbetrieb (einer Stromquelle), mLeerlauf (einer Stromquelle), m",open-circuit operation,funcionamiento a circuito abiertofuncionamiento en vacío,tyhjäkäynti,"fonctionnement en circuit ouvert, m",operazione a vuoto,開路運転,개방 회로 작동,tomgangsdrift,praca w stanie jałowym stan jałowy,funcionamento em circuito aberto,режим работы в незамкнутой цепи,,"деловање отвореног кола, с јд",tomgång,开路运行
151-15-23,short-circuit operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-23,تشغيل دارة قصر,"Kurzschlussbetrieb (einer Stromquelle), m",short-circuit operation,funcionamiento en cortocircuito,oikosulkukäyttö,"fonctionnement en court-circuit, m",operazione in cortocircuito,短絡運転,단락 작동,kortslutningsdrift,praca w stanie zwarcia,funcionamento em curtocircuito,режим работы в короткозамкнутой цепи,,"дејство при кратком споју, с јд",kortslutningsdrift,短路运行
151-15-24,full load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-24,حمل كامل,"Volllast, f",full load,plena carga,täyskuormitus,"pleine charge, f",pieno carico,全負荷,전부하,full-last,obciążenie pełne,plena carga,полная нагрузка,,"пуно оптерећење, с јд",fullast,满载
151-15-25,efficiency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-25,كفاءة,"Wirkungsgrad, m",efficiency,rendimiento,hyötysuhde,"rendement, m",rendimento,効率,효율,verknadsgrad,sprawność,eficiênciarendimento (obsoleto),коэффициент полезного действия,,"степен искоришћења, м јд",verkningsgrad,效率
151-15-26,(power) loss,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-26,فقد (القدرة),"Leistungsverlust, m",(power) loss,pérdida (de potencia),häviötehohäviö,"perte (de puissance), f",perdita (di potenza),電力損,전력 손실,(effekt)tap,straty mocy straty,perda (de potência),потери (мощности),,"губици снаге, м мн",effektförlust(effekt)förlust,功率损耗损耗
151-15-27,over-voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-27,إرتفاع الجهد,"Überspannung, f",over-voltageover-tension,sobretensión,ylijännite,"surtension, f",sovratensione,過電圧,과전압,overspenning,przepięcie,sobretensão,перенапряжение,,"пренапон, м јд",överspänning,过电压
151-15-28,overcurrent,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-28,إرتفاع التيار,"Überstrom, m",overcurrent,sobreintensidad,ylivirta,"surintensité, f",sovracorrente,過電流,과전류,overstraum,przetężenie,sobrecorrentesobreintensidade,сверхток,,"прекомерна струја, ж јд",överström,过电流
151-15-29,under-voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-29,إنخفاض الجهد,"Unterspannung (2), f",under-voltageunder-tension,subtensión,alijännite,"subtension, fsous-tension, fmanque de tension  (terme déconseillé dans ce sens), m",minima tensione,不足電圧,부족 전압,underspenning,napięcie obniżone,subtensão,пониженное напряжение,,"поднапон, м јд",underspänning,欠电压
151-15-30,"overload, noun",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-30,زيادة حمل (اسم),"Überlast, f","overload, noun",sobrecarga,ylikuormitus,"surcharge, f",sovraccarico,"過負荷, 名詞","과부하, 명사",overlast,przeciążenie,sobrecarga,перегрузка,,"преоптерећеност, ж јд",överbelastning,过载过负荷
151-15-31,synchronism,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-31,تزامن,"Synchronismus, m",synchronism,sincronismo,tahtitahtikäynti,"synchronisme, m",sincronismo,同期,동기,synkronisme,synchronizm,sincronismo,синхронность,,"синхронизам, м јд",synkronism,同步
151-15-32,"synchronize, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-32,يتزامن,"synchronisieren, Verb","synchronize, verb","sincronizar, verbo",tahdistaa,"synchroniser, verbe",sincronizzare,"同期する, 動詞","동기화하다, 동사",synkronisere,synchronizować,sincronizar,синхронизировать,,"синхронизовати, глагол",synkronisera,"同步, 动词"
151-15-33,tuning,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-33,توليف,"Abstimmung, f",tuning,sintonizar,virittäminen,"accord, m",accordo; sintonia,同調,동조,avstemming,strojenie,sintonia,настройка,,"подешавање, с јд",avstämning (till resonans),调谐
151-15-34,characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-34,خاصية,"Charakteristik, fKennlinie, f",characteristic,(función) característica,riippuvuus,"(fonction) caractéristique, f",caratteristica,特性,특성,karakteristikk,charakterystyka urządzenia charakterystyka,(curva) característica,характеристика,,"карактеристика, ж јд",karakteristik,特性
151-15-35,insulating material,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-35,مادة عازلة,"Isolierstoff, m",insulating materialinsulant,aislantematerial aislante,eriste,"isolant, mmatériau isolant, m",materiale isolante,絶縁体絶縁物,절연재절연물,isolasjonsmateriale,materiał izolacyjny,isolantematerial isolante,изоляционный материализолятор,,"изолациони материјал, м јдизолатор, м јд",isolermaterial,绝缘材料
151-15-36,"insulate, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-36,يعزل,"isolieren, Verb","insulate, verb","aislar (1), verbo",eristää,isoler (1) verbe,isolare,"絶縁する, 動詞","절연하다, 동사",isolere,izolować,isolar (1),изолировать (1),,"изоловати, глагол",isolera,"绝缘, 动词"
151-15-37,isolate (1) verb,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-37,يعزل (1)، فعل,"trennen, Verb",isolate (1) verb,"aislar (2), verbo",erottaa,isoler (2) verbe,sezionare,"絶縁する (1), 動詞","분리하다, <관련엔트리: 151-15-38>, 동사",kople frå,odłączyć,isolar (2),изолировать (2),,"раставити, <раставити: IEV 151-15-38> глагол",frånskilja,"隔断, 动词"
151-15-38,isolate (2) verb,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-38,يعزل (2)، فعل,"schutztrennen, Verb",isolate (2) verb,"aislar (3), verbo",erottaa,"isoler, <3> verbe",separare,"分離する (2), 動詞","분리하다, 동사<관련엔트리: 151-15-37>",skilje (separere),odseparować,isolar (3),изолировать (3),,"раставити, <раставити: IEV 151-15-37> глагол",separera,"隔离, 动词"
151-15-39,insulator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-39,عازل,"Isolator, m",insulator,aislador,eristin,"isolateur, m",isolatore,絶縁体,절연체애자,isolator,izolator,isolador,изолятор,,"изолатор, м јд",isolator,绝缘子
151-15-40,(insulating) bushing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-40,جلبة عازلة,"Durchführung, fDurchführungsisolator, m",(insulating) bushing,aislador pasante,läpivientieristin,"isolateur de traversée, mtraversée, f",passante; isolatore passante,絶縁ブッシング,절연 부싱,(isolerende) gjennomføring,izolator przepustowy przepust izolatorowy,isolador de travessiatravessia,проходной изолятор,,"изолациони проводни изолатор, м јдпроводни изолатор, м јд",isolerbussning,绝缘套管套管
151-15-41,insulation (1),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-41,عزل (1),"Isolierung, f",insulation (1),aislamiento (1),eristys,"isolation, f",isolamento,絶縁 (1),"절연체, <관련엔트리: 151-15-42>",isolering,układ izolacyjny izolacja (1),isolação,изоляция (1),,"изолација, <изолација: IEV 151-15-42> ж јд",isolering,绝缘体
151-15-42,insulation (2),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-42,عزل (2),"Isolation, f",insulation (2),aislamiento (2),eristys,"isolement, m",isolamento,絶縁 (2),절연성능<관련엔트리: 151-15-41>,isolasjon,właściwości izolacyjne izolacja (2),isolamento,изоляция (2),,"изолација, <изолација: IEV 151-15-41> ж јд",isolation,绝缘性能绝缘
151-15-43,insulation resistance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-43,مقاومة عزلِ,"Isolierungswiderstand, m",insulation resistance,resistencia de aislamiento,eristysresistanssi,"résistance d'isolement, f",resistenza d'isolamento,絶縁抵抗,절연 저항,isolasjonsmotstand,rezystancja izolacji,resistência de isolamento,сопротивление изоляции,,"отпорност изолације, ж јд",isolationsresistans,绝缘电阻
151-15-44,resonant circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-44,دائرة رنين,"Resonanzkreis, mSchwingkreis, m",resonant circuit,circuito resonante,resonanssipiiri,"circuit résonant, m",circuito risonante,共振回路,공진 회로,resonanskrins,obwód rezonansowy,circuito ressonante,резонансный контур,,"резонантно коло, с јд",resonanskrets,谐振电路
151-15-45,"quality factor, <of a two-terminal element or circuit>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-45,معامل الجودة,"Gütefaktor, <eines zweipoligen Netzwerkelements oder Netzwerks> m","quality factor, <of a two-terminal element or circuit>Q factor, <of a two-terminal element or circuit>",factor de calidadfactor de sobretensión,hyvyyslukuQ-arvo,"facteur de qualité, <d'un bipôle> mfacteur de surtension, <d'un bipôle> m",fattore di qualitàfattore Q,"Q, <線形非電磁波漏れ二端子素子又は回路>Qファクタ, <線形非電磁波漏れ二端子素子又は回路>","양호도, <2단자 소자 또는 회로>품질 계수, <2단자 소자 또는 회로>선택도, <2단자 소자 또는 회로>",kvalitetsfaktor,"współczynnik dobroci, <dwójnika niewypromieniowującego energii>dobroć, <dwójnika niewypromieniowującego energii>","factor de qualidade, <entrada relacionada: 151-15-46>",,"faktor kakovosti, <linearni nesevajoči dvopriključkovni element ali vezje>faktor Q, <linearni nesevajoči dvopriključkovni element ali vezje>","фактор квалитета, <фактор квалитета: IEV 151-15-46> м јдQ-фактор, м јд",,"品质因数, <有两个终端头的元件或电路>Q因数, <有两个终端头的元件或电路>"
151-15-46,"quality factor, <of a resonant circuit>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-46,معامل الجودة,"Gütefaktor, <eines Resonanzkreises> mSchwingkreisgüte, f","quality factor, <of a resonant circuit>Q factor, <of a resonant circuit>",factor de calidadfactor de sobretensión,hyvyyslukuQ-arvo,"facteur de qualité, <d'un circuit résonant> mfacteur de surtension, <d'un circuit résonant> m",fattore di qualitàfattore Q,"Q, <共振回路における>Qファクタ, <共振回路における>","양호도, <공진 회로>품질 계수, <공진 회로>선택도, <공진 회로>",…,"współczynnik dobroci, <obwodu rezonansowego>dobroć, <obwodu rezonansowego>","factor de qualidade, <entrada relacionada: 151-15-45>",,"faktor kakovosti, <resonančno vezje pri dani frekvenci>faktor Q, <resonančno vezje pri dani frekvenci>","фактор квалитета, <фактор квалитета: IEV 151-15-45> м јдQ-фактор, м јд",,"品质因数, <谐振电路的>Q因数, <谐振电路的>"
151-15-47,dissipation factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-47,معامل الفقد,"Verlustfaktor, m",dissipation factorloss factor,factor de disipación,häviökerroin,"facteur de dissipation, mfacteur de perte, m",fattore di dissipazionefattore di perdita,損失率,손실률손실 계수,tapsfaktor,współczynnik strat,factor de dissipaçãofactor de perda,,izgubni factor,"фактор дисипације, м јдфактор губитка, м јд",,损耗因数耗散因数
151-15-48,"loss angle, <two-terminal element or circuit>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-48,زاوية الفقد,"Verlustwinkel, <eines zweipoligen Netzwerkelements oder Netzwerks> m","loss angle, <two-terminal element or circuit>",ángulo de pérdidas,häviökulma,"angle de perte, <bipôle> mangle de pertes, <bipôle> m",angolo di perdita,"損失角, <二端子素子又は回路>","손실각, <2단자 소자 또는 회로>",tapsvinkel,"kąt strat, <dwójnika lub dwójnika elementarnego>",ângulo de perdas,,"izgubni kot, <dvopriključkovni element ali vezje>","угао губитка, м јд",,"损耗角, <有两个终端头的元件或电路>"
151-15-49,leakage current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-49,تيار تسربِ,"Ableitstrom, m",leakage current,corriente de fuga,vuotovirta,"courant de fuite, m",corrente di dispersione,漏れ電流,누설 전류,lekstraum,prąd upływu,corrente de fuga,ток утечки,,"струја одвода, ж јд",läckström,泄漏电流
151-15-50,creepage distance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-50,مسافة التسرب,"Kriechstrecke, f",creepage distance,línea de fuga,pintaväli,"ligne de fuite, f",distanza superficiale; linee di fuga,沿面距離,연면 거리,krypavstand,droga upływu odstęp izolacyjny powierzchniowy,linha de fuga,расстояние утечки по поверхности,,"пузна стаза, ж јд",krypavstånd,爬电距离
151-15-51,potential grading,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-51,تدرج الجهد ( الكمون),"Potentialglättung, f",potential grading,reparto de potencial,potentiaalin ohjaus,"répartition des potentiels, f",ripartizione del potenziale,電位グレージング,전위 균등화,potensialutjamning,wyrównywanie potencjału,repartição de potencial,выравнивание потенциала,,"градирање потенцијала, с јд",potentialutjämning,均压
